,Unnamed: 0.1,Unnamed: 0,count,hate_speech,offensive_language,neither,label,sentence1,H_yb,H_yx,correct_yx,predicted_label,PVI
125,125,126,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
126,126,127,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
127,127,128,6,0,6,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
128,128,129,3,0,3,0,1,fuck,0.3735175939521451,0.07622895184489069,True,1,0.2972886421072544
129,129,130,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
130,130,131,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
131,131,132,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
132,132,133,3,0,3,0,1,fuck     pussy          fuck,0.3735175939521451,0.132861834783155,True,1,0.24065575916899012
133,133,134,6,0,6,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
134,134,135,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
135,135,136,3,0,3,0,1,Bitch  Nigga   bitch,0.3735175939521451,0.14509253449031362,True,1,0.2284250594618315
136,136,137,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
137,137,138,6,0,6,0,1,bitches        bitch,0.3735175939521451,0.01579478420604603,True,1,0.3577228097460991
138,138,139,3,1,2,0,1,nigga      hoes,0.3735175939521451,0.07979872730087136,True,1,0.2937188666512738
139,139,141,3,1,2,0,1,niggas       bitches,0.3735175939521451,0.09442193078445663,True,1,0.2790956631676885
140,140,142,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
141,141,143,3,0,2,1,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
142,142,144,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
143,143,145,3,1,2,0,1,bitch   bitch,0.3735175939521451,0.017753956292204363,True,1,0.35576363765994073
144,144,146,3,0,3,0,1,fuck hoes,0.3735175939521451,0.02838698591573902,True,1,0.3451306080364061
145,145,147,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
146,146,148,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
147,147,149,3,0,2,1,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
148,148,150,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
149,149,151,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
150,150,152,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
151,151,153,6,0,6,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
152,152,154,4,0,4,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
153,153,155,3,0,3,0,1,bitch  niggas,0.3735175939521451,0.05036436992429576,True,1,0.32315322402784935
154,154,156,3,0,3,0,1,hoes          hoes  nig,0.3735175939521451,0.14940881421085364,True,1,0.22410877974129148
155,155,157,6,0,6,0,1,ho   fuck,0.3735175939521451,0.08653376235070498,True,1,0.28698383160144014
156,156,158,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
157,157,159,3,0,3,0,1,nigga    pussy  NIGGA,0.3735175939521451,0.28796394575852585,True,1,0.08555364819361927
158,158,160,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
159,159,161,3,0,2,1,1,ho,0.3735175939521451,0.7158009971086062,True,1,-0.3422834031564611
160,160,162,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
161,161,163,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
162,162,164,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
163,163,165,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
164,164,166,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
165,165,167,3,0,2,1,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
166,166,168,3,0,3,0,1,bitch     HOE,0.3735175939521451,0.025763719696000068,True,1,0.34775387425614507
167,167,169,3,0,3,0,1,pussy bitches,0.3735175939521451,0.02152379175835266,True,1,0.35199380219379245
168,168,170,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
169,169,171,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
170,170,172,3,0,3,0,1,hoes       niggas,0.3735175939521451,0.0638568718374753,True,1,0.30966072211466983
171,171,173,6,0,6,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
172,172,174,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
173,173,175,3,0,3,0,1,fucking,0.3735175939521451,0.16136031712202806,True,1,0.21215727683011706
174,174,176,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
175,175,177,3,0,3,0,1,Fuck  bitch,0.3735175939521451,0.03998392260090521,True,1,0.3335336713512399
176,176,178,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
177,177,179,3,1,2,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
178,178,180,3,0,3,0,1,fucking  bitches,0.3735175939521451,0.01917802583993614,True,1,0.35433956811220896
179,179,181,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
180,180,182,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
181,181,183,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
182,182,184,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
183,183,185,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
184,184,186,3,3,0,0,0,niggers,4.103354124363732,0.780490970991218,True,0,3.322863153372514
185,185,187,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
186,186,188,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
187,187,189,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
188,188,190,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
189,189,191,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
190,190,192,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
191,191,193,3,1,2,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
192,192,194,3,0,3,0,1,pussy       pussy,0.3735175939521451,0.01113323436253759,True,1,0.3623843595896075
193,193,195,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
194,194,196,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
195,195,197,3,0,3,0,1,bitches      nigga,0.3735175939521451,0.059676813168299966,True,1,0.31384078078384514
196,196,198,6,0,0,6,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
197,197,199,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
198,198,200,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
199,199,201,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
200,200,202,3,1,2,0,1,bitch     nigga,0.3735175939521451,0.0823119765719172,True,1,0.29120561738022793
201,201,203,3,0,2,1,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
202,202,204,3,2,1,0,0,nigger,4.103354124363732,0.8455737121807961,True,0,3.257780412182936
203,203,205,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
204,204,206,3,2,1,0,0, ,4.103354124363732,4.6812630270047,False,2,-0.5779089026409681
205,205,207,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
206,206,208,6,0,5,1,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
207,207,209,3,0,3,0,1,niggers,0.3735175939521451,1.304854561295168,False,0,-0.931336967343023
208,208,210,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
209,209,211,3,0,3,0,1,bitch  nigga,0.3735175939521451,0.07205190448913243,True,1,0.30146568946301266
210,210,212,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
211,211,213,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
212,212,214,3,0,3,0,1,Hoe      pussy,0.3735175939521451,0.0432333864362846,True,1,0.3302842075158605
213,213,215,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
214,214,216,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
215,215,217,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
216,216,218,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
217,217,219,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
218,218,220,6,0,6,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
219,219,221,6,3,2,1,0,fag,4.103354124363732,1.453191007904797,False,1,2.650163116458935
220,220,222,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
221,221,223,3,0,1,2,2,hoes,2.5570495457895346,7.145294423291475,False,1,-4.58824487750194
222,222,224,3,1,2,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
223,223,225,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
224,224,226,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
225,225,227,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
226,226,228,3,1,2,0,1,niggas      bitch,0.3735175939521451,0.05063420541537943,True,1,0.3228833885367657
227,227,229,3,0,3,0,1,bitch      bitch fuck,0.3735175939521451,0.03538741212521282,True,1,0.33813018182693233
228,228,230,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
229,229,231,3,1,2,0,1,faggot,0.3735175939521451,0.9837492191110114,True,1,-0.6102316251588663
230,230,232,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
231,231,233,3,0,3,0,1,bitch          Bitch,0.3735175939521451,0.028332525195536674,True,1,0.3451850687566084
232,232,234,3,0,3,0,1,hoes     niggas,0.3735175939521451,0.06364305606621927,True,1,0.30987453788592584
233,233,235,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
234,234,236,3,0,3,0,1,hoes    niggas,0.3735175939521451,0.06673897032448678,True,1,0.30677862362765834
235,235,237,3,0,3,0,1,bitch          fuck,0.3735175939521451,0.026826505680800968,True,1,0.34669108827134415
236,236,238,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
237,237,239,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
238,238,240,6,0,6,0,1,hoes       nigga,0.3735175939521451,0.12057024740883265,True,1,0.25294734654331247
239,239,241,3,0,3,0,1,fuck  bitch,0.3735175939521451,0.034375632293572905,True,1,0.33914196165857224
240,240,242,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
241,241,243,3,0,1,2,2,bitch,2.5570495457895346,9.064564784098527,False,1,-6.507515238308993
242,242,244,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
243,243,245,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
244,244,246,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
245,245,247,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
246,246,248,3,0,2,1,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
247,247,250,3,0,1,2,2,ho,2.5570495457895346,1.3777510757005913,False,1,1.1792984700889433
248,248,251,3,0,1,2,2,ho,2.5570495457895346,1.3777510757005913,False,1,1.1792984700889433
249,249,252,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
250,250,253,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
251,251,254,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
252,252,255,3,1,2,0,1,fags,0.3735175939521451,0.8622499054701875,True,1,-0.4887323115180424
253,253,256,3,0,3,0,1,bitch  bitch,0.3735175939521451,0.018769474591204725,True,1,0.3547481193609404
254,254,257,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
255,255,258,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
256,256,259,3,1,2,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
257,257,260,3,1,2,0,1,faggot bitch,0.3735175939521451,0.28185231850276204,True,1,0.09166527544938308
258,258,261,3,0,3,0,1,faggot,0.3735175939521451,0.9837492191110114,True,1,-0.6102316251588663
259,259,262,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
260,260,263,3,2,1,0,0,nigger,4.103354124363732,0.8455737121807961,True,0,3.257780412182936
261,261,264,3,0,2,1,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
262,262,265,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
263,263,266,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
264,264,267,3,0,2,1,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
265,265,268,3,1,2,0,1,BITCH       fuck      hoe,0.3735175939521451,0.10704128593823672,True,1,0.2664763080139084
266,266,269,3,0,3,0,1,bitch        bitch,0.3735175939521451,0.030897918136720475,True,1,0.34261967581542463
